Hydrology,Scenario,Year,Tech,mean_MW,p10_MW,p50_MW,p90_MW,min_MW,max_MW,add_mean_MW,add_p10_MW,add_p50_MW,add_p90_MW
Adverse,BRIDGE,2025,HYDRO,5258,5258,5258,5258,5258,5258,0,0,0,0
Adverse,BRIDGE,2026,HYDRO,5757,5757,5757,5757,5757,5757,499,499,499,499
Adverse,BRIDGE,2027,HYDRO,6157,6157,6157,6157,6157,6157,400,400,400,400
Adverse,BRIDGE,2028,HYDRO,6307,6307,6307,6307,6307,6307,150,150,150,150
Adverse,BRIDGE,2029,HYDRO,6307,6307,6307,6307,6307,6307,0,0,0,0
Adverse,BRIDGE,2030,HYDRO,8102,8102,8102,8102,8102,8102,1795,1795,1795,1795
Adverse,BRIDGE,2031,HYDRO,8102,8102,8102,8102,8102,8102,0,0,0,0
Adverse,BRIDGE,2032,HYDRO,8402,8102,8102,8942,8102,9302,300,0,0,840
Adverse,BRIDGE,2033,HYDRO,9122,8522,9302,9602,8402,9602,720,420,1200,660
Adverse,BRIDGE,2034,HYDRO,9242,8522,9302,9902,8402,9902,120,0,0,300
Adverse,BRIDGE,2035,HYDRO,9422,8822,9602,9902,8702,9902,180,300,300,0
Adverse,BRIDGE,2036,HYDRO,9422,8822,9602,9902,8702,9902,0,0,0,0
Adverse,BRIDGE,2037,HYDRO,9422,8822,9602,9902,8702,9902,0,0,0,0
Adverse,BRIDGE,2038,HYDRO,9422,8822,9602,9902,8702,9902,0,0,0,0
Adverse,BRIDGE,2039,HYDRO,9482,8822,9902,9902,8702,9902,60,0,300,0
Adverse,BRIDGE,2040,HYDRO,9842,9122,9902,10502,9002,10502,360,300,0,600
Adverse,BRIDGE,2041,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2042,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2043,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2044,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2045,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2046,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2047,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2048,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2049,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2050,HYDRO,9842,9122,9902,10502,9002,10502,0,0,0,0
Adverse,BRIDGE,2025,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2026,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2027,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2028,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2029,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2030,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2031,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2032,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2033,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2034,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2035,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2036,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2037,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2038,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2039,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2040,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2041,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2042,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2043,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2044,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2045,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2046,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2047,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2048,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2049,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2050,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,BRIDGE,2025,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2026,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2027,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2028,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2029,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2030,PV,1190,1150,1150,1270,1150,1350,0,0,0,0
Adverse,BRIDGE,2031,PV,1940,1900,1900,2020,1900,2100,750,750,750,750
Adverse,BRIDGE,2032,PV,2590,2400,2650,2770,2400,2850,650,500,750,750
Adverse,BRIDGE,2033,PV,2590,2400,2650,2770,2400,2850,0,0,0,0
Adverse,BRIDGE,2034,PV,2590,2400,2650,2770,2400,2850,0,0,0,0
Adverse,BRIDGE,2035,PV,2590,2400,2650,2770,2400,2850,0,0,0,0
Adverse,BRIDGE,2036,PV,4940,4900,4900,5020,4900,5100,2350,2500,2250,2250
Adverse,BRIDGE,2037,PV,4940,4900,4900,5020,4900,5100,0,0,0,0
Adverse,BRIDGE,2038,PV,4940,4900,4900,5020,4900,5100,0,0,0,0
Adverse,BRIDGE,2039,PV,4940,4900,4900,5020,4900,5100,0,0,0,0
Adverse,BRIDGE,2040,PV,4940,4900,4900,5020,4900,5100,0,0,0,0
Adverse,BRIDGE,2041,PV,5418,5418,5418,5418,5418,5418,478,518,518,398
Adverse,BRIDGE,2042,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,BRIDGE,2043,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,BRIDGE,2044,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,BRIDGE,2045,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2046,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2047,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2048,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2049,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2050,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,BRIDGE,2025,WIND,407,375,375,455,375,455,0,0,0,0
Adverse,BRIDGE,2026,WIND,407,375,375,455,375,455,0,0,0,0
Adverse,BRIDGE,2027,WIND,532,500,500,580,500,580,125,125,125,125
Adverse,BRIDGE,2028,WIND,607,532,625,673,500,705,75,32,125,93
Adverse,BRIDGE,2029,WIND,607,532,625,673,500,705,0,0,0,0
Adverse,BRIDGE,2030,WIND,755,705,705,855,705,955,148,173,80,182
Adverse,BRIDGE,2031,WIND,1080,1080,1080,1080,1080,1080,325,375,375,225
Adverse,BRIDGE,2032,WIND,1205,1205,1205,1205,1205,1205,125,125,125,125
Adverse,BRIDGE,2033,WIND,1330,1330,1330,1330,1330,1330,125,125,125,125
Adverse,BRIDGE,2034,WIND,1455,1455,1455,1455,1455,1455,125,125,125,125
Adverse,BRIDGE,2035,WIND,1455,1455,1455,1455,1455,1455,0,0,0,0
Adverse,BRIDGE,2036,WIND,1580,1580,1580,1580,1580,1580,125,125,125,125
Adverse,BRIDGE,2037,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2038,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2039,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2040,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2041,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2042,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2043,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2044,WIND,1580,1580,1580,1580,1580,1580,0,0,0,0
Adverse,BRIDGE,2045,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,BRIDGE,2046,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,BRIDGE,2047,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,BRIDGE,2048,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,BRIDGE,2049,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,BRIDGE,2050,WIND,1505,1505,1505,1505,1505,1505,0,0,0,0
Adverse,NZT,2025,BIOENERGY,150,150,150,150,150,150,0,0,0,0
Adverse,NZT,2026,BIOENERGY,350,350,350,350,350,350,200,200,200,200
Adverse,NZT,2027,BIOENERGY,550,550,550,550,550,550,200,200,200,200
Adverse,NZT,2028,BIOENERGY,590,550,550,670,550,750,40,0,0,120
Adverse,NZT,2029,BIOENERGY,630,550,550,790,550,950,40,0,0,120
Adverse,NZT,2030,BIOENERGY,670,550,550,870,550,950,40,0,0,80
Adverse,NZT,2031,BIOENERGY,750,630,750,870,550,950,80,80,200,0
Adverse,NZT,2032,BIOENERGY,750,630,750,870,550,950,0,0,0,0
Adverse,NZT,2033,BIOENERGY,750,630,750,870,550,950,0,0,0,0
Adverse,NZT,2034,BIOENERGY,750,630,750,870,550,950,0,0,0,0
Adverse,NZT,2035,BIOENERGY,750,630,750,870,550,950,0,0,0,0
Adverse,NZT,2036,BIOENERGY,750,630,750,870,550,950,0,0,0,0
Adverse,NZT,2037,BIOENERGY,830,630,950,950,550,950,80,0,200,80
Adverse,NZT,2038,BIOENERGY,910,830,950,950,750,950,80,200,0,0
Adverse,NZT,2039,BIOENERGY,1070,950,1150,1150,950,1150,160,120,200,200
Adverse,NZT,2040,BIOENERGY,1110,1030,1150,1150,950,1150,40,80,0,0
Adverse,NZT,2041,BIOENERGY,1150,1150,1150,1150,1150,1150,40,120,0,0
Adverse,NZT,2042,BIOENERGY,1150,1150,1150,1150,1150,1150,0,0,0,0
Adverse,NZT,2043,BIOENERGY,1150,1150,1150,1150,1150,1150,0,0,0,0
Adverse,NZT,2044,BIOENERGY,1150,1150,1150,1150,1150,1150,0,0,0,0
Adverse,NZT,2045,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2046,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2047,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2048,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2049,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2050,BIOENERGY,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2025,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2026,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2027,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2028,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2029,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2030,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2031,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2032,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2033,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2034,DIESEL,850,850,850,850,850,850,0,0,0,0
Adverse,NZT,2035,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,NZT,2036,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,NZT,2037,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,NZT,2038,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,NZT,2039,DIESEL,550,550,550,550,550,550,0,0,0,0
Adverse,NZT,2040,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,NZT,2041,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,NZT,2042,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,NZT,2043,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,NZT,2044,DIESEL,300,300,300,300,300,300,0,0,0,0
Adverse,NZT,2045,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2046,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2047,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2048,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2049,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2050,DIESEL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2025,FUEL OIL,1420,1420,1420,1420,1420,1420,0,0,0,0
Adverse,NZT,2026,FUEL OIL,1420,1420,1420,1420,1420,1420,0,0,0,0
Adverse,NZT,2027,FUEL OIL,1420,1420,1420,1420,1420,1420,0,0,0,0
Adverse,NZT,2028,FUEL OIL,1420,1420,1420,1420,1420,1420,0,0,0,0
Adverse,NZT,2029,FUEL OIL,820,820,820,820,820,820,0,0,0,0
Adverse,NZT,2030,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2031,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2032,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2033,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2034,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2035,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2036,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2037,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2038,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2039,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2040,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2041,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2042,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2043,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2044,FUEL OIL,720,720,720,720,720,720,0,0,0,0
Adverse,NZT,2045,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2046,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2047,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2048,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2049,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2050,FUEL OIL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2025,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,NZT,2026,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,NZT,2027,GAS,475.36,475.36,475.36,475.36,475.36,475.36,0,0,0,0
Adverse,NZT,2028,GAS,795.36,635.36,875.36,875.36,475.36,875.36,320,160,400,400
Adverse,NZT,2029,GAS,795.36,635.36,875.36,875.36,475.36,875.36,0,0,0,0
Adverse,NZT,2030,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,300,300,300,300
Adverse,NZT,2031,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,0,0,0,0
Adverse,NZT,2032,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,0,0,0,0
Adverse,NZT,2033,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,0,0,0,0
Adverse,NZT,2034,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,0,0,0,0
Adverse,NZT,2035,GAS,1095.36,935.36,1175.36,1175.36,775.36,1175.36,0,0,0,0
Adverse,NZT,2036,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,80,240,0,0
Adverse,NZT,2037,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2038,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2039,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2040,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2041,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2042,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2043,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2044,GAS,1175.36,1175.36,1175.36,1175.36,1175.36,1175.36,0,0,0,0
Adverse,NZT,2045,GAS,820,700,700,1060,700,1300,0,0,0,0
Adverse,NZT,2046,GAS,820,700,700,1060,700,1300,0,0,0,0
Adverse,NZT,2047,GAS,880,700,700,1240,700,1600,60,0,0,180
Adverse,NZT,2048,GAS,880,700,700,1240,700,1600,0,0,0,0
Adverse,NZT,2049,GAS,1060,820,1000,1360,700,1600,180,120,300,120
Adverse,NZT,2050,GAS,1060,820,1000,1360,700,1600,0,0,0,0
Adverse,NZT,2025,GEOTHERMAL,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2026,GEOTHERMAL,200,200,200,200,200,200,200,200,200,200
Adverse,NZT,2027,GEOTHERMAL,400,400,400,400,400,400,200,200,200,200
Adverse,NZT,2028,GEOTHERMAL,600,600,600,600,600,600,200,200,200,200
Adverse,NZT,2029,GEOTHERMAL,1000,1000,1000,1000,1000,1000,400,400,400,400
Adverse,NZT,2030,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2031,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2032,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2033,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2034,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2035,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2036,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2037,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2038,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2039,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2040,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2041,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2042,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2043,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2044,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2045,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2046,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2047,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2048,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2049,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2050,GEOTHERMAL,1000,1000,1000,1000,1000,1000,0,0,0,0
Adverse,NZT,2025,HYDRO,5258,5258,5258,5258,5258,5258,0,0,0,0
Adverse,NZT,2026,HYDRO,5757,5757,5757,5757,5757,5757,499,499,499,499
Adverse,NZT,2027,HYDRO,6157,6157,6157,6157,6157,6157,400,400,400,400
Adverse,NZT,2028,HYDRO,6187,6157,6157,6247,6157,6307,30,0,0,90
Adverse,NZT,2029,HYDRO,6217,6157,6157,6307,6157,6307,30,0,0,60
Adverse,NZT,2030,HYDRO,6217,6157,6157,6307,6157,6307,0,0,0,0
Adverse,NZT,2031,HYDRO,6487,6217,6307,6937,6157,7357,270,60,150,630
Adverse,NZT,2032,HYDRO,6487,6217,6307,6937,6157,7357,0,0,0,0
Adverse,NZT,2033,HYDRO,6487,6217,6307,6937,6157,7357,0,0,0,0
Adverse,NZT,2034,HYDRO,6487,6217,6307,6937,6157,7357,0,0,0,0
Adverse,NZT,2035,HYDRO,6487,6217,6307,6937,6157,7357,0,0,0,0
Adverse,NZT,2036,HYDRO,6607,6217,6607,7057,6157,7357,120,0,300,120
Adverse,NZT,2037,HYDRO,6877,6607,6907,7177,6607,7357,270,390,300,120
Adverse,NZT,2038,HYDRO,7237,7027,7207,7477,6907,7657,360,420,300,300
Adverse,NZT,2039,HYDRO,7837,7507,7807,8227,7507,8407,600,480,600,750
Adverse,NZT,2040,HYDRO,8257,8107,8107,8497,8107,8557,420,600,300,270
Adverse,NZT,2041,HYDRO,9035,8825,9002,9247,8707,9307,778,718,895,750
Adverse,NZT,2042,HYDRO,9484,9302,9602,9607,9302,9607,449,477,600,360
Adverse,NZT,2043,HYDRO,10083,9662,10202,10384,9302,10502,599,360,600,777
Adverse,NZT,2044,HYDRO,10802,10322,10802,11282,10202,11402,719,660,600,898
Adverse,NZT,2045,HYDRO,11642,10922,12002,12182,10802,12302,840,600,1200,900
Adverse,NZT,2046,HYDRO,12122,12002,12002,12302,12002,12302,480,1080,0,120
Adverse,NZT,2047,HYDRO,12242,12122,12302,12302,12002,12302,120,120,300,0
Adverse,NZT,2048,HYDRO,12242,12122,12302,12302,12002,12302,0,0,0,0
Adverse,NZT,2049,HYDRO,12242,12122,12302,12302,12002,12302,0,0,0,0
Adverse,NZT,2050,HYDRO,12242,12122,12302,12302,12002,12302,0,0,0,0
Adverse,NZT,2025,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2026,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2027,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2028,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2029,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2030,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2031,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2032,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2033,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2034,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2035,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2036,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2037,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2038,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2039,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2040,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2041,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2042,NUCLEAR,0,0,0,0,0,0,0,0,0,0
Adverse,NZT,2043,NUCLEAR,100,0,0,300,0,500,100,0,0,300
Adverse,NZT,2044,NUCLEAR,200,0,0,500,0,500,100,0,0,200
Adverse,NZT,2045,NUCLEAR,300,0,500,500,0,500,100,0,500,0
Adverse,NZT,2046,NUCLEAR,400,200,500,500,0,500,100,200,0,0
Adverse,NZT,2047,NUCLEAR,400,200,500,500,0,500,0,0,0,0
Adverse,NZT,2048,NUCLEAR,400,200,500,500,0,500,0,0,0,0
Adverse,NZT,2049,NUCLEAR,400,200,500,500,0,500,0,0,0,0
Adverse,NZT,2050,NUCLEAR,400,200,500,500,0,500,0,0,0,0
Adverse,NZT,2025,PV,1350,1350,1350,1350,1350,1350,0,0,0,0
Adverse,NZT,2026,PV,1668,1668,1668,1668,1668,1668,318,318,318,318
Adverse,NZT,2027,PV,1918,1918,1918,1918,1918,1918,250,250,250,250
Adverse,NZT,2028,PV,2168,2168,2168,2168,2168,2168,250,250,250,250
Adverse,NZT,2029,PV,2418,2418,2418,2418,2418,2418,250,250,250,250
Adverse,NZT,2030,PV,2418,2418,2418,2418,2418,2418,0,0,0,0
Adverse,NZT,2031,PV,2418,2418,2418,2418,2418,2418,0,0,0,0
Adverse,NZT,2032,PV,3168,3168,3168,3168,3168,3168,750,750,750,750
Adverse,NZT,2033,PV,4168,4168,4168,4168,4168,4168,1000,1000,1000,1000
Adverse,NZT,2034,PV,4918,4918,4918,4918,4918,4918,750,750,750,750
Adverse,NZT,2035,PV,5168,5168,5168,5168,5168,5168,250,250,250,250
Adverse,NZT,2036,PV,5418,5418,5418,5418,5418,5418,250,250,250,250
Adverse,NZT,2037,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2038,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2039,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2040,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2041,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2042,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2043,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2044,PV,5418,5418,5418,5418,5418,5418,0,0,0,0
Adverse,NZT,2045,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2046,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2047,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2048,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2049,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2050,PV,5368,5368,5368,5368,5368,5368,0,0,0,0
Adverse,NZT,2025,WIND,455,455,455,455,455,455,0,0,0,0
Adverse,NZT,2026,WIND,455,455,455,455,455,455,0,0,0,0
Adverse,NZT,2027,WIND,580,580,580,580,580,580,125,125,125,125
Adverse,NZT,2028,WIND,705,705,705,705,705,705,125,125,125,125
Adverse,NZT,2029,WIND,830,830,830,830,830,830,125,125,125,125
Adverse,NZT,2030,WIND,955,955,955,955,955,955,125,125,125,125
Adverse,NZT,2031,WIND,1080,1080,1080,1080,1080,1080,125,125,125,125
Adverse,NZT,2032,WIND,1205,1205,1205,1205,1205,1205,125,125,125,125
Adverse,NZT,2033,WIND,1330,1330,1330,1330,1330,1330,125,125,125,125
